respondent_id,h1n1_vaccine,seasonal_vaccine
26767,0.3930133083510524,0.6307796452427775
26768,0.2127954569234341,0.5495281365208738
26769,0.1734139044887209,0.33696168400997983
26770,0.16473956820726102,0.312748980566215
26771,0.16085555524348133,0.3552017635499376
26772,0.1261923450235499,0.3786916057242298
26773,0.16473956820726102,0.312748980566215
26774,0.43336404372144977,0.6773049840196671
26775,0.125208330562991,0.33063767397683935
26776,0.18058418558437625,0.38373377191527974
26777,0.13896427791495755,0.3978601698397384
26778,0.1734139044887209,0.33696168400997983
26779,0.16967910849584436,0.3772606170691076
26780,0.11612213380040103,0.3785482558982049
26781,0.2127954569234341,0.5495281365208738
26782,0.24202080579255986,0.5997960563197555
26783,0.1985950793539228,0.38437662731739275
26784,0.43336404372144977,0.6773049840196671
26785,0.18058418558437625,0.38373377191527974
26786,0.11953848256508051,0.35307712496548443
26787,0.2127954569234341,0.5495281365208738
26788,0.16972884555705697,0.2831156113470584
26789,0.24003072809597442,0.4459327515960182
26790,0.19444553515328625,0.42669685468825647
26791,0.2127954569234341,0.5495281365208738
26792,0.20263413001251532,0.5220679515926703
26793,0.2127954569234341,0.5495281365208738
26794,0.2127954569234341,0.5495281365208738
26795,0.3783827553969849,0.6047096306510292
26796,0.20263413001251532,0.5220679515926703
26797,0.3930133083510524,0.6307796452427775
26798,0.22894711289201744,0.41883611683695576
26799,0.18058418558437625,0.38373377191527974
26800,0.2127954569234341,0.5495281365208738
26801,0.18058418558437625,0.38373377191527974
26802,0.1524223182856523,0.4039541656019142
26803,0.18058418558437625,0.38373377191527974
26804,0.24003072809597442,0.4459327515960182
26805,0.15531971356845153,0.30388813132201103
26806,0.2127954569234341,0.5495281365208738
26807,0.2127954569234341,0.5495281365208738
26808,0.16473956820726102,0.312748980566215
26809,0.2127954569234341,0.5495281365208738
26810,0.1321304313933573,0.3555188724274649
26811,0.20263413001251532,0.5220679515926703
26812,0.18316530469265696,0.34814436052575753
26813,0.2127954569234341,0.5495281365208738
26814,0.2127954569234341,0.5495281365208738
26815,0.16473956820726102,0.312748980566215
26816,0.2127954569234341,0.5495281365208738
26817,0.2127954569234341,0.5495281365208738
26818,0.11612213380040103,0.3785482558982049
26819,0.2127954569234341,0.5495281365208738
26820,0.20263413001251532,0.5220679515926703
26821,0.13763893906383753,0.43177971763383743
26822,0.24202080579255986,0.5997960563197555
26823,0.3930133083510524,0.6307796452427775
26824,0.2127954569234341,0.5495281365208738
26825,0.13665543130570207,0.29767062100068137
26826,0.2127954569234341,0.5495281365208738
26827,0.12190390332437753,0.23319109901400736
26828,0.2127954569234341,0.5495281365208738
26829,0.2127954569234341,0.5495281365208738
26830,0.2127954569234341,0.5495281365208738
26831,0.3930133083510524,0.6307796452427775
26832,0.24003072809597442,0.4459327515960182
26833,0.1380925881243859,0.3012709538808522
26834,0.14738907968183457,0.2810446099134906
26835,0.24202080579255986,0.5997960563197555
26836,0.3930133083510524,0.6307796452427775
26837,0.2127954569234341,0.5495281365208738
26838,0.2127954569234341,0.5495281365208738
26839,0.3783827553969849,0.6047096306510292
26840,0.1734139044887209,0.33696168400997983
26841,0.20654637597930392,0.4334278734794564
26842,0.16115516746054234,0.35168813941211813
26843,0.2127954569234341,0.5495281365208738
26844,0.2717055310421335,0.4971833174240159
26845,0.2127954569234341,0.5495281365208738
26846,0.2127954569234341,0.5495281365208738
26847,0.15579266645773562,0.3533594216465534
26848,0.24202080579255986,0.5997960563197555
26849,0.24202080579255986,0.5997960563197555
26850,0.1261923450235499,0.3786916057242298
26851,0.16967910849584436,0.3772606170691076
26852,0.115446286803401,0.21402796967332977
26853,0.1734139044887209,0.33696168400997983
26854,0.2127954569234341,0.5495281365208738
26855,0.24202080579255986,0.5997960563197555
26856,0.15531971356845153,0.30388813132201103
26857,0.16967910849584436,0.3772606170691076
26858,0.3783827553969849,0.6047096306510292
26859,0.12190390332437753,0.23319109901400736
26860,0.18058418558437625,0.38373377191527974
26861,0.1985950793539228,0.38437662731739275
26862,0.1380925881243859,0.3012709538808522
26863,0.14738907968183457,0.2810446099134906
26864,0.24202080579255986,0.5997960563197555
26865,0.16967910849584436,0.3772606170691076
26866,0.2127954569234341,0.5495281365208738
26867,0.16473956820726102,0.312748980566215
26868,0.2127954569234341,0.5495281365208738
26869,0.14738907968183457,0.2810446099134906
26870,0.16967910849584436,0.3772606170691076
26871,0.13896427791495755,0.3978601698397384
26872,0.1734139044887209,0.33696168400997983
26873,0.24202080579255986,0.5997960563197555
26874,0.20263413001251532,0.5220679515926703
26875,0.1985950793539228,0.38437662731739275
26876,0.18058418558437625,0.38373377191527974
26877,0.1734139044887209,0.33696168400997983
26878,0.16473956820726102,0.312748980566215
26879,0.15531971356845153,0.30388813132201103
26880,0.14738907968183457,0.2810446099134906
26881,0.24202080579255986,0.5997960563197555
26882,0.125208330562991,0.33063767397683935
26883,0.20263413001251532,0.5220679515926703
26884,0.18058418558437625,0.38373377191527974
26885,0.20654637597930392,0.4334278734794564
26886,0.2127954569234341,0.5495281365208738
26887,0.2127954569234341,0.5495281365208738
26888,0.3930133083510524,0.6307796452427775
26889,0.1261923450235499,0.3786916057242298
26890,0.1985950793539228,0.38437662731739275
26891,0.16967910849584436,0.3772606170691076
26892,0.2127954569234341,0.5495281365208738
26893,0.16473956820726102,0.312748980566215
26894,0.24003072809597442,0.4459327515960182
26895,0.2127954569234341,0.5495281365208738
26896,0.13665543130570207,0.29767062100068137
26897,0.2127954569234341,0.5495281365208738
26898,0.3930133083510524,0.6307796452427775
26899,0.1380925881243859,0.3012709538808522
26900,0.22894711289201744,0.41883611683695576
26901,0.13090525252381724,0.2785454452448695
26902,0.1985950793539228,0.38437662731739275
26903,0.12190390332437753,0.23319109901400736
26904,0.2127954569234341,0.5495281365208738
26905,0.2127954569234341,0.5495281365208738
26906,0.2127954569234341,0.5495281365208738
26907,0.1321304313933573,0.3555188724274649
26908,0.2127954569234341,0.5495281365208738
26909,0.43336404372144977,0.6773049840196671
26910,0.24202080579255986,0.5997960563197555
26911,0.1734139044887209,0.33696168400997983
26912,0.1380925881243859,0.3012709538808522
26913,0.3930133083510524,0.6307796452427775
26914,0.1380925881243859,0.3012709538808522
26915,0.15531971356845153,0.30388813132201103
26916,0.11953848256508051,0.35307712496548443
26917,0.16972884555705697,0.2831156113470584
26918,0.43336404372144977,0.6773049840196671
26919,0.2127954569234341,0.5495281365208738
26920,0.1321304313933573,0.3555188724274649
26921,0.15531971356845153,0.30388813132201103
26922,0.24202080579255986,0.5997960563197555
26923,0.2127954569234341,0.5495281365208738
26924,0.3783827553969849,0.6047096306510292
26925,0.1317385077261723,0.3717248564625454
26926,0.2127954569234341,0.5495281365208738
26927,0.1985950793539228,0.38437662731739275
26928,0.18058418558437625,0.38373377191527974
26929,0.1734139044887209,0.33696168400997983
26930,0.3783827553969849,0.6047096306510292
26931,0.1591322205497032,0.3462866754113743
26932,0.2127954569234341,0.5495281365208738
26933,0.19444553515328625,0.42669685468825647
26934,0.24202080579255986,0.5997960563197555
26935,0.2717055310421335,0.4971833174240159
26936,0.1380925881243859,0.3012709538808522
26937,0.2127954569234341,0.5495281365208738
26938,0.2127954569234341,0.5495281365208738
26939,0.1734139044887209,0.33696168400997983
26940,0.3930133083510524,0.6307796452427775
26941,0.2127954569234341,0.5495281365208738
26942,0.20654637597930392,0.4334278734794564
26943,0.24003072809597442,0.4459327515960182
26944,0.24202080579255986,0.5997960563197555
26945,0.2127954569234341,0.5495281365208738
26946,0.19444553515328625,0.42669685468825647
26947,0.18058418558437625,0.38373377191527974
26948,0.22894711289201744,0.41883611683695576
26949,0.2127954569234341,0.5495281365208738
26950,0.18058418558437625,0.38373377191527974
26951,0.2127954569234341,0.5495281365208738
26952,0.2127954569234341,0.5495281365208738
26953,0.2127954569234341,0.5495281365208738
26954,0.16115516746054234,0.35168813941211813
26955,0.2127954569234341,0.5495281365208738
26956,0.17162565491757742,0.35797474179564837
26957,0.2127954569234341,0.5495281365208738
26958,0.3930133083510524,0.6307796452427775
26959,0.1261923450235499,0.3786916057242298
26960,0.3783827553969849,0.6047096306510292
26961,0.2127954569234341,0.5495281365208738
26962,0.18058418558437625,0.38373377191527974
26963,0.2127954569234341,0.5495281365208738
26964,0.1321304313933573,0.3555188724274649
26965,0.24202080579255986,0.5997960563197555
26966,0.18058418558437625,0.38373377191527974
26967,0.18058418558437625,0.38373377191527974
26968,0.2127954569234341,0.5495281365208738
26969,0.2127954569234341,0.5495281365208738
26970,0.20263413001251532,0.5220679515926703
26971,0.2717055310421335,0.4971833174240159
26972,0.24003072809597442,0.4459327515960182
26973,0.2127954569234341,0.5495281365208738
26974,0.20263413001251532,0.5220679515926703
26975,0.2127954569234341,0.5495281365208738
26976,0.3930133083510524,0.6307796452427775
26977,0.2127954569234341,0.5495281365208738
26978,0.1321304313933573,0.3555188724274649
26979,0.22894711289201744,0.41883611683695576
26980,0.24202080579255986,0.5997960563197555
26981,0.17844065887958246,0.3490995296868173
26982,0.24202080579255986,0.5997960563197555
26983,0.2127954569234341,0.5495281365208738
26984,0.1261923450235499,0.3786916057242298
26985,0.2127954569234341,0.5495281365208738
26986,0.3930133083510524,0.6307796452427775
26987,0.16967910849584436,0.3772606170691076
26988,0.16011204866009307,0.44805361151557965
26989,0.2717055310421335,0.4971833174240159
26990,0.24202080579255986,0.5997960563197555
26991,0.11612213380040103,0.3785482558982049
26992,0.14738907968183457,0.2810446099134906
26993,0.2127954569234341,0.5495281365208738
26994,0.1985950793539228,0.38437662731739275
26995,0.43336404372144977,0.6773049840196671
26996,0.15144311502925742,0.28019548921850823
26997,0.2127954569234341,0.5495281365208738
26998,0.15531971356845153,0.30388813132201103
26999,0.1734139044887209,0.33696168400997983
27000,0.2127954569234341,0.5495281365208738
27001,0.2127954569234341,0.5495281365208738
27002,0.1985950793539228,0.38437662731739275
27003,0.20263413001251532,0.5220679515926703
27004,0.18058418558437625,0.38373377191527974
27005,0.3930133083510524,0.6307796452427775
27006,0.16085555524348133,0.3552017635499376
27007,0.1380925881243859,0.3012709538808522
27008,0.16967910849584436,0.3772606170691076
27009,0.2127954569234341,0.5495281365208738
27010,0.115446286803401,0.21402796967332977
27011,0.1734139044887209,0.33696168400997983
27012,0.3783827553969849,0.6047096306510292
27013,0.2127954569234341,0.5495281365208738
27014,0.115446286803401,0.21402796967332977
27015,0.18058418558437625,0.38373377191527974
27016,0.24202080579255986,0.5997960563197555
27017,0.19444553515328625,0.42669685468825647
27018,0.2127954569234341,0.5495281365208738
27019,0.24202080579255986,0.5997960563197555
27020,0.2127954569234341,0.5495281365208738
27021,0.3783827553969849,0.6047096306510292
27022,0.13090525252381724,0.2785454452448695
27023,0.15591634702400592,0.43726103801719
27024,0.2717055310421335,0.4971833174240159
27025,0.2127954569234341,0.5495281365208738
27026,0.1408801976967124,0.27199419918257334
27027,0.2127954569234341,0.5495281365208738
27028,0.2127954569234341,0.5495281365208738
27029,0.1734139044887209,0.33696168400997983
27030,0.18058418558437625,0.38373377191527974
27031,0.24202080579255986,0.5997960563197555
27032,0.22894711289201744,0.41883611683695576
27033,0.2127954569234341,0.5495281365208738
27034,0.2127954569234341,0.5495281365208738
27035,0.1985950793539228,0.38437662731739275
27036,0.2127954569234341,0.5495281365208738
27037,0.3930133083510524,0.6307796452427775
27038,0.1321304313933573,0.3555188724274649
27039,0.2127954569234341,0.5495281365208738
27040,0.24003072809597442,0.4459327515960182
27041,0.2127954569234341,0.5495281365208738
27042,0.17844065887958246,0.3490995296868173
27043,0.43336404372144977,0.6773049840196671
27044,0.15591634702400592,0.43726103801719
27045,0.15751611636763171,0.34241200994367593
27046,0.1321304313933573,0.3555188724274649
27047,0.18058418558437625,0.38373377191527974
27048,0.2127954569234341,0.5495281365208738
27049,0.43336404372144977,0.6773049840196671
27050,0.2127954569234341,0.5495281365208738
27051,0.20654637597930392,0.4334278734794564
27052,0.15531971356845153,0.30388813132201103
27053,0.2127954569234341,0.5495281365208738
27054,0.15531971356845153,0.30388813132201103
27055,0.2717055310421335,0.4971833174240159
27056,0.15531971356845153,0.30388813132201103
27057,0.16473956820726102,0.312748980566215
27058,0.16972884555705697,0.2831156113470584
27059,0.24202080579255986,0.5997960563197555
27060,0.2127954569234341,0.5495281365208738
27061,0.19450083130005483,0.3266869087519781
27062,0.16967910849584436,0.3772606170691076
27063,0.19444553515328625,0.42669685468825647
27064,0.16972884555705697,0.2831156113470584
27065,0.15591634702400592,0.43726103801719
27066,0.24202080579255986,0.5997960563197555
27067,0.1985950793539228,0.38437662731739275
27068,0.3783827553969849,0.6047096306510292
27069,0.2127954569234341,0.5495281365208738
27070,0.1380925881243859,0.3012709538808522
27071,0.18058418558437625,0.38373377191527974
27072,0.1261923450235499,0.3786916057242298
27073,0.2127954569234341,0.5495281365208738
27074,0.22894711289201744,0.41883611683695576
27075,0.14738907968183457,0.2810446099134906
27076,0.3783827553969849,0.6047096306510292
27077,0.2127954569234341,0.5495281365208738
27078,0.43336404372144977,0.6773049840196671
27079,0.2127954569234341,0.5495281365208738
27080,0.24202080579255986,0.5997960563197555
27081,0.20263413001251532,0.5220679515926703
27082,0.16473956820726102,0.312748980566215
27083,0.15591634702400592,0.43726103801719
27084,0.2127954569234341,0.5495281365208738
27085,0.15955106575365016,0.3029990802886374
27086,0.1261923450235499,0.3786916057242298
27087,0.15531971356845153,0.30388813132201103
27088,0.24202080579255986,0.5997960563197555
27089,0.16085555524348133,0.3552017635499376
27090,0.2127954569234341,0.5495281365208738
27091,0.1261923450235499,0.3786916057242298
27092,0.19444553515328625,0.42669685468825647
27093,0.22894711289201744,0.41883611683695576
27094,0.20263413001251532,0.5220679515926703
27095,0.2127954569234341,0.5495281365208738
27096,0.1321304313933573,0.3555188724274649
27097,0.20263413001251532,0.5220679515926703
27098,0.12953165441297104,0.27510976395478776
27099,0.15531971356845153,0.30388813132201103
27100,0.2127954569234341,0.5495281365208738
27101,0.2127954569234341,0.5495281365208738
27102,0.24202080579255986,0.5997960563197555
27103,0.2717055310421335,0.4971833174240159
27104,0.24202080579255986,0.5997960563197555
27105,0.20263413001251532,0.5220679515926703
27106,0.2127954569234341,0.5495281365208738
27107,0.2127954569234341,0.5495281365208738
27108,0.17162565491757742,0.35797474179564837
27109,0.1985950793539228,0.38437662731739275
27110,0.1985950793539228,0.38437662731739275
27111,0.2127954569234341,0.5495281365208738
27112,0.1261923450235499,0.3786916057242298
27113,0.16011204866009307,0.44805361151557965
27114,0.18058418558437625,0.38373377191527974
27115,0.3783827553969849,0.6047096306510292
27116,0.18058418558437625,0.38373377191527974
27117,0.16967910849584436,0.3772606170691076
27118,0.2127954569234341,0.5495281365208738
27119,0.13665543130570207,0.29767062100068137
27120,0.3930133083510524,0.6307796452427775
27121,0.2127954569234341,0.5495281365208738
27122,0.2127954569234341,0.5495281365208738
27123,0.16967910849584436,0.3772606170691076
27124,0.12190390332437753,0.23319109901400736
27125,0.1734139044887209,0.33696168400997983
27126,0.16085555524348133,0.3552017635499376
27127,0.15955106575365016,0.3029990802886374
27128,0.3930133083510524,0.6307796452427775
27129,0.2127954569234341,0.5495281365208738
27130,0.17162565491757742,0.35797474179564837
27131,0.1526933576390448,0.3303313830137513
27132,0.2127954569234341,0.5495281365208738
27133,0.2127954569234341,0.5495281365208738
27134,0.3930133083510524,0.6307796452427775
27135,0.2717055310421335,0.4971833174240159
27136,0.2127954569234341,0.5495281365208738
27137,0.17844065887958246,0.3490995296868173
27138,0.43336404372144977,0.6773049840196671
27139,0.16473956820726102,0.312748980566215
27140,0.3930133083510524,0.6307796452427775
27141,0.22894711289201744,0.41883611683695576
27142,0.19444553515328625,0.42669685468825647
27143,0.2127954569234341,0.5495281365208738
27144,0.2127954569234341,0.5495281365208738
27145,0.16115516746054234,0.35168813941211813
27146,0.2127954569234341,0.5495281365208738
27147,0.22894711289201744,0.41883611683695576
27148,0.1734139044887209,0.33696168400997983
27149,0.20263413001251532,0.5220679515926703
27150,0.2717055310421335,0.4971833174240159
27151,0.1479605853264724,0.4103011273313109
27152,0.16115516746054234,0.35168813941211813
27153,0.2127954569234341,0.5495281365208738
27154,0.24202080579255986,0.5997960563197555
27155,0.2127954569234341,0.5495281365208738
27156,0.2127954569234341,0.5495281365208738
27157,0.16967910849584436,0.3772606170691076
27158,0.2127954569234341,0.5495281365208738
27159,0.15751611636763171,0.34241200994367593
27160,0.15531971356845153,0.30388813132201103
27161,0.1734139044887209,0.33696168400997983
27162,0.14572541757885585,0.4281864263469093
27163,0.1321304313933573,0.3555188724274649
27164,0.2127954569234341,0.5495281365208738
27165,0.2127954569234341,0.5495281365208738
27166,0.2127954569234341,0.5495281365208738
27167,0.16473956820726102,0.312748980566215
27168,0.24202080579255986,0.5997960563197555
27169,0.20654637597930392,0.4334278734794564
27170,0.24202080579255986,0.5997960563197555
27171,0.16115516746054234,0.35168813941211813
27172,0.2127954569234341,0.5495281365208738
27173,0.24202080579255986,0.5997960563197555
27174,0.15955106575365016,0.3029990802886374
27175,0.2717055310421335,0.4971833174240159
27176,0.2127954569234341,0.5495281365208738
27177,0.24202080579255986,0.5997960563197555
27178,0.24202080579255986,0.5997960563197555
27179,0.1734139044887209,0.33696168400997983
27180,0.1261923450235499,0.3786916057242298
27181,0.2127954569234341,0.5495281365208738
27182,0.22894711289201744,0.41883611683695576
27183,0.2127954569234341,0.5495281365208738
27184,0.15144311502925742,0.28019548921850823
27185,0.22894711289201744,0.41883611683695576
27186,0.1791072749156672,0.48839347288769974
27187,0.3930133083510524,0.6307796452427775
27188,0.16972884555705697,0.2831156113470584
27189,0.1479605853264724,0.4103011273313109
27190,0.16115516746054234,0.35168813941211813
27191,0.1524223182856523,0.4039541656019142
27192,0.16115516746054234,0.35168813941211813
27193,0.16972884555705697,0.2831156113470584
27194,0.1524223182856523,0.4039541656019142
27195,0.12190390332437753,0.23319109901400736
27196,0.22894711289201744,0.41883611683695576
27197,0.22894711289201744,0.41883611683695576
27198,0.18058418558437625,0.38373377191527974
27199,0.2127954569234341,0.5495281365208738
27200,0.18058418558437625,0.38373377191527974
27201,0.22894711289201744,0.41883611683695576
27202,0.1321304313933573,0.3555188724274649
27203,0.1526933576390448,0.3303313830137513
27204,0.16473956820726102,0.312748980566215
27205,0.17162565491757742,0.35797474179564837
27206,0.3930133083510524,0.6307796452427775
27207,0.18058418558437625,0.38373377191527974
27208,0.2127954569234341,0.5495281365208738
27209,0.18058418558437625,0.38373377191527974
27210,0.24202080579255986,0.5997960563197555
27211,0.125208330562991,0.33063767397683935
27212,0.2127954569234341,0.5495281365208738
27213,0.16967910849584436,0.3772606170691076
27214,0.2127954569234341,0.5495281365208738
27215,0.18058418558437625,0.38373377191527974
27216,0.24003072809597442,0.4459327515960182
27217,0.2127954569234341,0.5495281365208738
27218,0.3930133083510524,0.6307796452427775
27219,0.3930133083510524,0.6307796452427775
27220,0.1261923450235499,0.3786916057242298
27221,0.2127954569234341,0.5495281365208738
27222,0.3930133083510524,0.6307796452427775
27223,0.10993245084176324,0.35293796331128285
27224,0.20263413001251532,0.5220679515926703
27225,0.2127954569234341,0.5495281365208738
27226,0.1317385077261723,0.3717248564625454
27227,0.43336404372144977,0.6773049840196671
27228,0.24202080579255986,0.5997960563197555
27229,0.3783827553969849,0.6047096306510292
27230,0.2127954569234341,0.5495281365208738
27231,0.43336404372144977,0.6773049840196671
27232,0.2127954569234341,0.5495281365208738
27233,0.3930133083510524,0.6307796452427775
27234,0.1261923450235499,0.3786916057242298
27235,0.2127954569234341,0.5495281365208738
27236,0.1791072749156672,0.48839347288769974
27237,0.1261923450235499,0.3786916057242298
27238,0.2127954569234341,0.5495281365208738
27239,0.1734139044887209,0.33696168400997983
27240,0.1985950793539228,0.38437662731739275
27241,0.16115516746054234,0.35168813941211813
27242,0.43336404372144977,0.6773049840196671
27243,0.20263413001251532,0.5220679515926703
27244,0.1321304313933573,0.3555188724274649
27245,0.18058418558437625,0.38373377191527974
27246,0.43336404372144977,0.6773049840196671
27247,0.24202080579255986,0.5997960563197555
27248,0.16120289103428204,0.26124755838788033
27249,0.2127954569234341,0.5495281365208738
27250,0.20263413001251532,0.5220679515926703
27251,0.2127954569234341,0.5495281365208738
27252,0.43336404372144977,0.6773049840196671
27253,0.2127954569234341,0.5495281365208738
27254,0.43336404372144977,0.6773049840196671
27255,0.16967910849584436,0.3772606170691076
27256,0.24202080579255986,0.5997960563197555
27257,0.43336404372144977,0.6773049840196671
27258,0.2127954569234341,0.5495281365208738
27259,0.1321304313933573,0.3555188724274649
27260,0.20263413001251532,0.5220679515926703
27261,0.2127954569234341,0.5495281365208738
27262,0.13433609407490013,0.4280372483665093
27263,0.12190390332437753,0.23319109901400736
27264,0.20263413001251532,0.5220679515926703
27265,0.12190390332437753,0.23319109901400736
27266,0.20263413001251532,0.5220679515926703
27267,0.24202080579255986,0.5997960563197555
27268,0.3783827553969849,0.6047096306510292
27269,0.24202080579255986,0.5997960563197555
27270,0.16115516746054234,0.35168813941211813
27271,0.2717055310421335,0.4971833174240159
27272,0.3930133083510524,0.6307796452427775
27273,0.15579266645773562,0.3533594216465534
27274,0.1985950793539228,0.38437662731739275
27275,0.16967910849584436,0.3772606170691076
27276,0.1321304313933573,0.3555188724274649
27277,0.2127954569234341,0.5495281365208738
27278,0.24202080579255986,0.5997960563197555
27279,0.2127954569234341,0.5495281365208738
27280,0.18058418558437625,0.38373377191527974
27281,0.17162565491757742,0.35797474179564837
27282,0.2127954569234341,0.5495281365208738
27283,0.1985950793539228,0.38437662731739275
27284,0.2127954569234341,0.5495281365208738
27285,0.2127954569234341,0.5495281365208738
27286,0.18058418558437625,0.38373377191527974
27287,0.16473956820726102,0.312748980566215
27288,0.2127954569234341,0.5495281365208738
27289,0.16085555524348133,0.3552017635499376
27290,0.2127954569234341,0.5495281365208738
27291,0.22894711289201744,0.41883611683695576
27292,0.24202080579255986,0.5997960563197555
27293,0.2127954569234341,0.5495281365208738
27294,0.2127954569234341,0.5495281365208738
27295,0.24202080579255986,0.5997960563197555
27296,0.2127954569234341,0.5495281365208738
27297,0.2127954569234341,0.5495281365208738
27298,0.2127954569234341,0.5495281365208738
27299,0.2127954569234341,0.5495281365208738
27300,0.2127954569234341,0.5495281365208738
27301,0.1321304313933573,0.3555188724274649
27302,0.1591322205497032,0.3462866754113743
27303,0.15531971356845153,0.30388813132201103
27304,0.2127954569234341,0.5495281365208738
27305,0.16115516746054234,0.35168813941211813
27306,0.2127954569234341,0.5495281365208738
27307,0.125208330562991,0.33063767397683935
27308,0.125208330562991,0.33063767397683935
27309,0.2127954569234341,0.5495281365208738
27310,0.2127954569234341,0.5495281365208738
27311,0.15955106575365016,0.3029990802886374
27312,0.19444553515328625,0.42669685468825647
27313,0.1734139044887209,0.33696168400997983
27314,0.1321304313933573,0.3555188724274649
27315,0.2717055310421335,0.4971833174240159
27316,0.2127954569234341,0.5495281365208738
27317,0.18058418558437625,0.38373377191527974
27318,0.18058418558437625,0.38373377191527974
27319,0.43336404372144977,0.6773049840196671
27320,0.3930133083510524,0.6307796452427775
27321,0.2127954569234341,0.5495281365208738
27322,0.6136386043808258,0.8477766174762842
27323,0.1261923450235499,0.3786916057242298
27324,0.1321304313933573,0.3555188724274649
27325,0.2127954569234341,0.5495281365208738
27326,0.16115516746054234,0.35168813941211813
27327,0.18058418558437625,0.38373377191527974
27328,0.24202080579255986,0.5997960563197555
27329,0.2127954569234341,0.5495281365208738
27330,0.2127954569234341,0.5495281365208738
27331,0.16473956820726102,0.312748980566215
27332,0.2127954569234341,0.5495281365208738
27333,0.17844065887958246,0.3490995296868173
27334,0.24003072809597442,0.4459327515960182
27335,0.1734139044887209,0.33696168400997983
27336,0.1261923450235499,0.3786916057242298
27337,0.1734139044887209,0.33696168400997983
27338,0.3930133083510524,0.6307796452427775
27339,0.1734139044887209,0.33696168400997983
27340,0.2127954569234341,0.5495281365208738
27341,0.2127954569234341,0.5495281365208738
27342,0.2127954569234341,0.5495281365208738
27343,0.16473956820726102,0.312748980566215
27344,0.2127954569234341,0.5495281365208738
27345,0.11953848256508051,0.35307712496548443
27346,0.2127954569234341,0.5495281365208738
27347,0.13896427791495755,0.3978601698397384
27348,0.14572541757885585,0.4281864263469093
27349,0.2127954569234341,0.5495281365208738
27350,0.2127954569234341,0.5495281365208738
27351,0.3783827553969849,0.6047096306510292
27352,0.3930133083510524,0.6307796452427775
27353,0.15531971356845153,0.30388813132201103
27354,0.2127954569234341,0.5495281365208738
27355,0.2127954569234341,0.5495281365208738
27356,0.16120289103428204,0.26124755838788033
27357,0.2127954569234341,0.5495281365208738
27358,0.2127954569234341,0.5495281365208738
27359,0.2127954569234341,0.5495281365208738
27360,0.1380925881243859,0.3012709538808522
27361,0.2127954569234341,0.5495281365208738
27362,0.24202080579255986,0.5997960563197555
27363,0.17162565491757742,0.35797474179564837
27364,0.18058418558437625,0.38373377191527974
27365,0.1985950793539228,0.38437662731739275
27366,0.2717055310421335,0.4971833174240159
27367,0.14738907968183457,0.2810446099134906
27368,0.2717055310421335,0.4971833174240159
27369,0.1380925881243859,0.3012709538808522
27370,0.2127954569234341,0.5495281365208738
27371,0.15591634702400592,0.43726103801719
